Gender,ParentEdu,ParentMaritalStatus,ExtraCurricular,IsFirstChild,Siblings,Transportation,AvgReadingScore,AvgWritingScore,traveltime,studytime,internet,freetime,absences,CGPA
male,high school,married,never,no,3,school_bus,44,43,1,2,yes,4,4,F
male,high school,single,regularly,yes,1,school_bus,51,54,1,2,yes,3,2,D
male,,single,regularly,yes,1,school_bus,96,91,1,3,yes,3,5,A
male,some high school,single,sometimes,no,2,school_bus,70,68,1,3,yes,3,6,C
female,bachelor's degree,widowed,sometimes,no,2,private,96,98,1,3,yes,2,6,B
male,some high school,married,regularly,yes,5,school_bus,67,65,1,2,yes,4,9,C
female,some high school,,never,yes,4,private,70,65,1,2,yes,3,11,F
male,associate's degree,divorced,sometimes,no,3,school_bus,75,70,1,3,yes,2,0,C
female,high school,married,sometimes,yes,5,school_bus,92,99,1,2,yes,4,12,A
male,,divorced,,yes,0,,40,38,2,4,no,1,6,F
female,some college,single,never,no,2,school_bus,76,79,2,3,yes,4,8,D
female,high school,single,sometimes,yes,,school_bus,98,92,1,1,yes,4,4,A
female,associate's degree,married,regularly,no,7,private,82,82,2,2,yes,3,0,D
female,associate's degree,married,regularly,yes,3,school_bus,86,93,2,2,yes,4,10,B
female,high school,divorced,regularly,no,1,school_bus,68,66,1,4,yes,3,0,F
male,some high school,single,sometimes,yes,1,private,21,17,1,1,yes,4,5,F
female,some college,divorced,sometimes,no,5,school_bus,95,90,1,2,yes,2,14,B
female,some college,married,regularly,no,2,private,55,54,2,1,yes,1,0,F
female,some high school,married,sometimes,yes,3,private,45,52,2,3,yes,3,0,F
male,high school,single,sometimes,yes,1,school_bus,65,54,1,4,yes,2,0,D
female,associate's degree,divorced,sometimes,yes,3,school_bus,98,98,1,2,yes,4,20,A
female,associate's degree,single,sometimes,no,4,school_bus,75,69,1,2,yes,4,8,D
male,some college,single,sometimes,no,2,private,61,49,1,1,no,5,0,F
female,some high school,,sometimes,yes,0,school_bus,59,57,2,1,yes,3,38,F
male,high school,married,regularly,no,1,private,41,36,1,2,no,5,0,F
male,high school,married,never,yes,1,school_bus,56,49,1,2,yes,4,18,F
male,master's degree,single,sometimes,yes,3,private,79,81,1,2,no,2,0,B
male,high school,divorced,sometimes,yes,3,private,91,83,3,2,yes,4,20,A
female,,married,regularly,no,3,school_bus,59,61,1,2,yes,5,3,F
male,bachelor's degree,married,regularly,no,4,school_bus,74,76,2,2,yes,2,22,C
male,some high school,divorced,sometimes,yes,7,private,73,74,1,3,yes,1,14,B
male,some college,married,regularly,,0,private,82,87,1,3,yes,1,40,B
female,bachelor's degree,married,regularly,yes,5,private,84,97,2,2,yes,3,0,B
female,some college,married,sometimes,yes,1,private,61,57,1,3,yes,3,9,F
male,,divorced,regularly,yes,3,school_bus,49,46,1,3,yes,3,0,F
female,bachelor's degree,married,sometimes,yes,0,private,69,74,1,2,yes,4,2,D
male,master's degree,married,regularly,yes,1,school_bus,66,62,1,2,yes,2,23,C
male,some college,single,regularly,no,3,private,46,50,1,2,no,2,12,D
male,some high school,married,sometimes,yes,1,private,37,35,1,3,yes,3,3,F
male,high school,single,regularly,yes,1,school_bus,49,39,1,3,yes,4,1,F
male,associate's degree,single,sometimes,yes,0,,84,85,2,3,yes,3,0,A
male,some college,married,sometimes,yes,4,private,45,29,1,3,yes,3,3,F
male,some college,,regularly,yes,2,private,46,33,1,1,yes,3,3,F
male,high school,married,sometimes,yes,2,school_bus,85,78,4,1,yes,4,8,A
male,,divorced,sometimes,yes,1,private,57,51,1,3,yes,4,7,D
male,high school,single,never,no,1,school_bus,55,57,2,3,yes,3,4,D
male,high school,married,sometimes,yes,2,school_bus,98,95,1,4,yes,5,2,A
female,high school,divorced,regularly,no,5,private,83,83,1,3,yes,4,7,C
female,high school,married,sometimes,no,1,private,58,53,1,2,yes,3,0,F
male,some high school,married,sometimes,yes,2,,75,77,1,2,yes,3,0,D
female,associate's degree,married,sometimes,no,4,private,66,64,2,4,no,4,0,F
female,associate's degree,single,regularly,no,1,private,57,58,1,3,yes,4,16,F
male,some college,married,sometimes,yes,0,private,30,36,1,3,no,4,12,F
female,,divorced,sometimes,yes,3,private,84,90,1,2,yes,3,0,B
male,some high school,married,never,no,,private,65,62,1,4,yes,3,7,C
male,bachelor's degree,married,sometimes,yes,2,school_bus,54,50,1,2,yes,3,4,F
male,associate's degree,divorced,,yes,0,private,62,66,1,3,yes,3,4,C
female,bachelor's degree,widowed,sometimes,no,3,private,100,100,1,2,yes,3,0,A
male,associate's degree,married,sometimes,yes,4,private,63,54,1,2,yes,3,11,D
male,associate's degree,married,regularly,no,1,private,63,69,1,2,yes,3,0,C
female,some college,married,sometimes,yes,1,school_bus,87,94,1,3,yes,3,4,B
female,some high school,married,sometimes,yes,2,school_bus,48,55,1,3,yes,4,7,F
female,some college,single,sometimes,yes,3,private,79,80,1,3,yes,3,9,B
female,some college,married,,yes,2,school_bus,71,70,1,3,yes,4,0,C
male,some high school,married,sometimes,yes,6,private,58,54,1,3,yes,4,0,D
female,some college,single,sometimes,no,3,school_bus,58,55,2,1,yes,5,10,F
male,associate's degree,divorced,sometimes,yes,1,private,74,69,3,2,yes,4,8,B
female,associate's degree,divorced,regularly,no,2,,93,88,2,2,yes,5,2,A
male,some college,single,sometimes,yes,1,private,81,78,1,1,yes,3,7,A
female,bachelor's degree,married,regularly,no,4,school_bus,57,60,3,1,yes,4,4,F
female,some college,divorced,sometimes,yes,2,school_bus,59,60,2,2,yes,5,4,F
male,some high school,single,never,yes,0,,43,41,1,2,no,3,0,F
female,high school,married,sometimes,yes,2,school_bus,68,65,2,2,yes,3,4,F
female,high school,married,never,yes,0,school_bus,80,82,2,2,no,2,2,D
male,bachelor's degree,married,sometimes,no,1,,78,84,2,1,yes,3,4,B
female,associate's degree,single,regularly,yes,,private,64,61,2,3,yes,3,0,F
male,some college,single,regularly,yes,4,school_bus,79,88,3,2,no,3,0,C
male,some high school,married,sometimes,yes,2,private,79,77,2,2,no,4,2,C
female,some high school,married,sometimes,no,,school_bus,61,58,2,2,yes,3,0,F
male,high school,widowed,regularly,yes,5,private,77,70,1,2,yes,3,0,B
male,some college,married,sometimes,yes,1,,88,90,2,2,no,2,0,A
male,high school,single,sometimes,yes,3,school_bus,80,78,2,2,no,3,4,B
male,bachelor's degree,married,regularly,,4,school_bus,61,59,2,3,yes,2,0,D
male,some high school,single,sometimes,yes,0,private,31,27,3,1,yes,2,0,F
male,bachelor's degree,married,regularly,yes,0,school_bus,70,76,2,1,yes,2,0,C
female,,,never,,4,school_bus,75,78,3,2,yes,2,10,D
male,some high school,married,sometimes,yes,2,private,80,73,2,2,no,2,4,C
male,some college,married,regularly,yes,3,school_bus,88,91,3,1,yes,3,3,A
male,bachelor's degree,divorced,regularly,yes,1,private,54,63,1,3,no,4,8,C
male,associate's degree,married,regularly,yes,1,private,44,42,1,1,yes,5,14,F
male,some college,married,regularly,yes,1,school_bus,66,64,2,3,yes,4,0,C
female,some high school,divorced,sometimes,yes,2,private,57,60,4,3,yes,3,2,F
male,some college,divorced,regularly,yes,2,school_bus,71,74,2,3,yes,4,4,C
female,some high school,single,regularly,yes,6,private,88,80,1,2,yes,4,4,D
male,associate's degree,single,sometimes,no,5,school_bus,76,73,1,2,yes,1,0,C
female,some college,married,regularly,yes,4,school_bus,87,87,1,2,yes,5,17,B
male,associate's degree,single,never,yes,0,school_bus,77,74,1,2,yes,2,4,C
male,some high school,married,regularly,,0,school_bus,58,55,2,1,yes,4,5,D
female,some college,single,sometimes,yes,2,school_bus,68,60,2,2,yes,4,2,F
female,some high school,divorced,regularly,no,,school_bus,62,57,2,1,no,3,0,F
female,high school,,sometimes,,1,school_bus,77,80,2,1,no,4,14,D
female,high school,,sometimes,yes,2,school_bus,87,89,2,3,no,3,2,B
male,some college,divorced,never,yes,1,private,86,76,3,1,yes,4,7,B
female,some high school,married,sometimes,yes,1,school_bus,84,87,1,3,yes,4,0,D
male,some high school,married,sometimes,yes,2,school_bus,52,49,1,2,yes,3,0,F
female,associate's degree,married,regularly,yes,1,private,71,73,2,2,no,1,0,F
male,high school,married,regularly,no,4,,56,54,1,2,no,5,11,D
female,high school,married,regularly,no,2,school_bus,53,48,2,1,yes,4,3,F
female,associate's degree,single,sometimes,no,1,school_bus,72,73,1,1,no,5,3,D
female,master's degree,married,sometimes,yes,2,school_bus,87,92,3,1,yes,4,0,B
male,some high school,divorced,regularly,no,1,,74,67,1,1,yes,2,5,B
male,some college,married,regularly,no,3,school_bus,77,72,2,2,no,3,6,C
male,some college,divorced,sometimes,yes,1,private,65,61,1,2,yes,3,4,C
female,associate's degree,divorced,never,yes,,private,81,82,1,2,yes,3,10,D
female,some college,single,sometimes,yes,5,school_bus,52,54,1,3,yes,2,2,F
female,bachelor's degree,single,regularly,yes,1,private,59,70,1,2,no,3,4,F
male,some college,widowed,regularly,yes,1,private,50,42,1,2,yes,4,10,F
male,some college,single,sometimes,no,1,school_bus,48,45,1,2,yes,4,0,F
male,associate's degree,married,sometimes,yes,1,school_bus,48,42,2,2,no,1,6,F
female,some high school,single,sometimes,yes,2,private,92,90,1,2,yes,2,0,B
female,some college,married,sometimes,yes,3,private,79,81,1,2,yes,5,0,D
male,,married,regularly,no,4,school_bus,41,35,1,2,yes,3,0,F
male,some high school,married,sometimes,yes,1,school_bus,52,53,3,3,yes,2,4,F
male,some college,single,sometimes,no,2,school_bus,61,50,1,1,yes,3,2,D
male,bachelor's degree,married,sometimes,yes,0,school_bus,79,82,2,2,yes,4,2,B
male,master's degree,single,regularly,yes,2,school_bus,87,80,1,3,yes,5,0,B
female,some college,married,sometimes,yes,0,school_bus,76,76,1,1,yes,4,4,C
male,bachelor's degree,single,regularly,no,1,school_bus,41,43,1,3,yes,2,6,F
male,some college,single,never,yes,0,school_bus,66,55,3,2,no,3,4,C
male,,married,sometimes,yes,2,private,90,86,1,1,yes,5,16,A
male,associate's degree,married,regularly,yes,2,private,96,100,1,1,yes,1,4,A
female,high school,divorced,regularly,no,4,private,68,69,1,2,yes,4,0,F
female,associate's degree,married,sometimes,yes,3,school_bus,87,77,1,1,yes,4,0,C
male,some high school,divorced,sometimes,no,7,private,40,37,1,2,yes,5,2,F
male,master's degree,single,sometimes,yes,0,school_bus,64,57,2,2,yes,4,0,D
male,associate's degree,married,regularly,yes,2,school_bus,69,65,1,3,yes,3,2,D
male,some high school,married,sometimes,no,3,school_bus,37,35,1,1,yes,2,14,F
female,some high school,single,regularly,yes,0,school_bus,47,52,1,1,yes,2,2,F
female,high school,divorced,regularly,yes,1,private,93,99,1,1,yes,2,4,A
female,associate's degree,married,never,yes,0,school_bus,73,79,1,2,yes,3,4,F
male,high school,divorced,sometimes,yes,0,school_bus,57,55,1,2,yes,4,16,D
male,high school,married,regularly,yes,1,,70,71,1,2,yes,4,0,C
male,high school,married,regularly,no,3,school_bus,83,82,2,2,yes,3,0,B
female,some college,married,regularly,yes,3,private,77,87,1,2,yes,5,0,C
male,high school,single,never,yes,4,school_bus,86,88,1,2,yes,3,0,C
female,high school,divorced,sometimes,yes,1,private,75,74,1,1,yes,4,0,D
female,some college,divorced,sometimes,yes,1,school_bus,80,81,2,1,no,5,0,C
male,high school,married,regularly,yes,,school_bus,36,32,1,3,yes,4,2,F
female,some college,single,regularly,yes,1,private,69,70,2,3,yes,4,7,D
male,high school,,regularly,yes,2,private,46,44,1,3,yes,3,2,F
female,associate's degree,single,regularly,yes,0,school_bus,79,76,1,1,no,3,8,D
female,some high school,married,sometimes,yes,1,private,64,58,2,2,yes,3,25,F
female,some high school,married,never,yes,0,school_bus,78,77,1,1,yes,4,8,C
male,some college,divorced,never,no,5,school_bus,57,62,1,2,yes,3,2,D
female,bachelor's degree,married,never,yes,7,private,88,90,1,1,yes,4,0,B
female,bachelor's degree,married,sometimes,no,1,private,59,52,2,2,yes,3,14,F
male,high school,married,sometimes,no,1,school_bus,67,59,1,2,yes,2,8,C
female,master's degree,single,never,yes,6,school_bus,89,89,1,2,yes,3,12,C
male,,married,never,yes,4,private,48,48,1,4,yes,2,4,F
female,high school,married,regularly,yes,2,school_bus,75,67,1,2,no,3,2,F
male,associate's degree,married,never,no,4,private,71,70,1,2,yes,4,2,C
female,some college,married,sometimes,yes,4,private,48,52,3,2,yes,3,2,F
female,associate's degree,married,sometimes,no,2,school_bus,71,79,1,2,yes,3,2,C
male,some college,married,sometimes,yes,4,private,66,65,2,1,no,5,6,D
male,high school,married,regularly,yes,1,private,75,79,1,1,yes,3,0,C
female,some college,single,sometimes,no,2,school_bus,97,100,1,1,yes,3,6,B
female,some college,divorced,sometimes,yes,0,private,75,69,1,2,yes,3,8,C
female,bachelor's degree,married,never,yes,2,private,79,85,1,2,yes,3,0,D
female,some college,married,regularly,yes,2,school_bus,75,72,1,2,no,2,4,D
male,high school,single,regularly,no,5,private,53,53,1,2,yes,3,2,D
female,some college,married,sometimes,yes,0,school_bus,51,61,1,2,yes,2,2,F
female,associate's degree,single,regularly,yes,2,school_bus,90,93,1,2,no,4,6,C
female,master's degree,married,sometimes,yes,1,private,76,79,4,1,yes,5,6,D
female,high school,,sometimes,yes,1,,67,59,1,2,yes,4,4,F
male,master's degree,married,sometimes,yes,2,private,80,79,1,3,yes,4,2,B
female,,divorced,sometimes,no,2,school_bus,77,82,1,2,yes,4,0,C
female,master's degree,single,regularly,yes,1,private,84,100,3,2,yes,4,2,B
female,,married,regularly,no,1,,92,88,1,4,yes,3,4,B
female,associate's degree,married,regularly,yes,1,school_bus,56,56,1,4,yes,3,4,F
female,some college,married,regularly,yes,2,private,77,73,2,2,yes,1,2,C
male,associate's degree,divorced,sometimes,no,1,private,85,86,2,4,yes,4,12,A
male,some high school,married,regularly,yes,2,private,44,43,2,4,yes,3,0,F
male,associate's degree,married,sometimes,yes,2,school_bus,61,60,1,4,yes,3,0,D
male,some college,,regularly,no,,private,83,79,1,2,yes,3,2,A
female,master's degree,married,regularly,yes,2,school_bus,68,72,1,1,no,3,2,D
male,,single,sometimes,no,,school_bus,80,74,1,2,yes,3,54,D
female,associate's degree,widowed,never,no,1,private,77,79,1,2,yes,3,6,C
male,bachelor's degree,married,never,no,3,private,81,79,2,4,yes,4,8,C
male,some college,married,regularly,no,,school_bus,81,83,1,4,yes,2,0,B
female,some college,married,sometimes,yes,2,private,71,70,2,1,yes,5,2,D
male,some high school,single,regularly,no,2,private,63,62,1,2,yes,4,12,D
male,some college,married,regularly,yes,2,school_bus,56,51,1,1,yes,2,2,D
female,some college,married,sometimes,yes,4,school_bus,78,74,1,3,yes,3,4,D
female,bachelor's degree,married,regularly,yes,0,private,93,97,1,2,yes,4,10,B
female,high school,single,,yes,3,school_bus,49,44,2,2,yes,3,4,F
female,some college,married,never,yes,2,,71,69,1,2,yes,3,2,D
female,some college,single,regularly,yes,5,private,100,100,2,2,yes,4,6,A
female,some high school,divorced,regularly,no,2,school_bus,76,66,1,2,no,3,4,F
male,,married,never,yes,0,school_bus,62,57,1,3,yes,3,4,D
female,some high school,single,sometimes,no,3,private,54,47,2,2,yes,4,12,F
male,high school,married,sometimes,yes,6,private,72,67,1,2,no,1,18,C
female,master's degree,married,never,yes,5,school_bus,85,95,1,3,yes,3,0,C
female,some college,single,sometimes,yes,2,,59,62,1,1,yes,5,4,F
female,associate's degree,single,never,yes,0,school_bus,77,83,1,2,no,3,4,C
male,high school,married,never,no,1,school_bus,77,75,2,2,yes,3,0,B
male,master's degree,married,sometimes,yes,2,private,53,54,1,4,yes,3,6,F
female,high school,married,sometimes,yes,1,school_bus,78,85,2,4,yes,1,2,C
female,some high school,married,regularly,yes,1,school_bus,45,42,2,1,yes,3,2,F
female,some college,married,never,yes,2,private,65,62,1,2,no,3,2,F
male,high school,married,regularly,yes,2,school_bus,36,28,1,1,yes,3,6,F
female,,married,sometimes,yes,2,school_bus,90,87,1,3,yes,3,0,C
female,some college,married,sometimes,no,3,school_bus,67,66,1,1,yes,5,14,D
female,high school,single,regularly,yes,1,private,63,66,1,3,yes,4,0,D
female,bachelor's degree,,regularly,yes,4,private,67,74,1,1,yes,3,4,F
female,some high school,married,sometimes,no,3,school_bus,61,57,2,2,yes,3,26,F
male,bachelor's degree,married,sometimes,no,3,school_bus,47,48,1,2,yes,4,0,D
male,associate's degree,divorced,regularly,no,4,,69,64,1,4,no,3,10,C
male,some college,married,sometimes,no,,school_bus,68,62,1,4,yes,1,8,D
female,master's degree,divorced,sometimes,yes,4,,90,86,1,3,yes,3,2,B
female,some high school,divorced,sometimes,yes,2,school_bus,44,47,4,4,yes,3,6,F
female,associate's degree,single,sometimes,yes,1,private,86,87,1,3,yes,4,4,C
male,associate's degree,divorced,sometimes,yes,4,school_bus,49,54,1,1,yes,5,6,F
male,some college,married,sometimes,yes,,school_bus,40,31,1,3,yes,1,0,F
male,master's degree,married,sometimes,yes,4,,91,90,1,2,yes,1,6,A
female,some college,married,sometimes,yes,1,private,56,59,1,1,yes,5,10,F
female,high school,single,never,yes,1,school_bus,63,69,1,2,yes,4,8,F
male,associate's degree,single,sometimes,no,1,school_bus,74,69,1,2,yes,4,2,B
male,high school,single,sometimes,yes,3,,74,72,2,2,no,4,2,B
female,some high school,married,sometimes,yes,0,school_bus,75,70,2,1,yes,4,0,D
female,some high school,,regularly,,1,private,53,48,3,2,yes,2,20,F
male,high school,single,regularly,,2,school_bus,82,76,1,1,yes,4,6,C
male,some college,married,regularly,yes,3,,79,74,1,2,yes,2,2,B
female,some college,divorced,sometimes,yes,0,private,66,62,1,4,yes,5,6,F
male,some high school,single,regularly,yes,1,school_bus,94,93,2,2,yes,2,2,A
male,associate's degree,married,sometimes,no,3,school_bus,64,62,1,1,yes,4,18,D
male,some high school,single,regularly,yes,,school_bus,52,45,1,2,yes,4,0,F
female,high school,married,sometimes,yes,2,school_bus,81,78,1,1,yes,5,0,C
male,associate's degree,married,sometimes,yes,2,school_bus,70,66,1,2,yes,3,0,D
female,high school,divorced,regularly,yes,4,,60,55,1,2,no,4,2,F
male,bachelor's degree,single,regularly,yes,3,school_bus,47,56,1,1,yes,3,0,F
female,some college,single,regularly,no,2,private,70,67,1,1,yes,5,8,F
male,some college,single,regularly,no,2,school_bus,66,69,2,3,yes,2,0,C
male,some high school,married,never,yes,,school_bus,49,47,3,1,yes,3,0,F
female,bachelor's degree,married,regularly,yes,2,school_bus,71,71,1,1,yes,4,12,C
male,bachelor's degree,married,sometimes,yes,2,private,85,86,1,1,yes,2,16,B
male,bachelor's degree,single,never,no,1,private,65,61,4,2,no,3,0,D
female,some college,married,sometimes,no,3,school_bus,55,57,1,3,yes,3,0,F
male,some high school,single,sometimes,no,,,70,63,3,2,no,4,0,C
female,some high school,single,regularly,yes,1,private,32,34,2,1,yes,3,0,F
female,,married,never,yes,1,private,53,55,1,2,no,4,0,F
male,some high school,married,regularly,yes,3,school_bus,90,87,2,1,yes,3,0,A
male,associate's degree,divorced,sometimes,yes,3,private,35,30,2,4,yes,2,0,F
male,associate's degree,divorced,sometimes,yes,3,school_bus,68,68,2,1,yes,3,8,D
male,high school,married,sometimes,no,2,private,68,67,1,3,yes,2,2,D
female,high school,married,regularly,no,2,school_bus,64,72,1,1,yes,4,2,D
female,some high school,married,sometimes,yes,3,private,70,77,1,1,yes,4,0,D
female,some high school,single,never,yes,2,school_bus,74,73,1,2,yes,4,0,F
female,some college,single,regularly,yes,5,private,53,53,1,2,yes,3,0,F
male,bachelor's degree,married,regularly,yes,1,,46,48,1,2,yes,3,2,F
male,some high school,married,sometimes,yes,1,private,49,45,1,1,yes,3,0,D
male,some college,single,sometimes,yes,,school_bus,46,50,4,1,yes,5,0,D
female,associate's degree,married,regularly,no,2,school_bus,58,60,1,1,yes,3,0,F
male,associate's degree,single,never,yes,0,school_bus,51,50,1,1,no,4,6,F
male,bachelor's degree,single,sometimes,yes,0,,71,76,2,3,yes,2,8,B
female,associate's degree,single,never,no,3,private,76,74,1,1,yes,5,0,D
male,bachelor's degree,divorced,sometimes,yes,1,private,70,74,1,1,no,2,0,C
male,associate's degree,married,regularly,yes,2,private,60,61,1,2,no,4,2,D
male,master's degree,married,regularly,no,1,,78,68,1,1,no,2,8,C
male,some high school,married,regularly,yes,,school_bus,85,79,3,1,no,2,6,B
male,some high school,married,regularly,no,1,private,64,63,3,1,no,2,2,D
male,bachelor's degree,married,sometimes,yes,3,school_bus,74,76,1,2,yes,5,4,B
female,associate's degree,married,sometimes,yes,3,school_bus,93,92,2,1,yes,3,0,B
female,some college,married,sometimes,yes,0,school_bus,71,77,2,2,yes,4,6,D
male,bachelor's degree,married,sometimes,no,3,school_bus,65,66,2,1,no,4,0,C
male,master's degree,divorced,regularly,,1,,73,71,1,1,yes,3,2,D
female,some high school,married,sometimes,yes,1,private,44,46,4,2,no,3,0,F
female,high school,single,never,yes,,private,65,59,2,1,no,5,16,F
male,high school,single,never,yes,1,,81,82,1,2,yes,3,4,A
female,some college,married,sometimes,yes,,,64,69,1,2,yes,2,0,D
female,bachelor's degree,single,regularly,yes,1,private,68,78,1,2,yes,1,0,D
male,some high school,single,regularly,yes,3,school_bus,45,47,1,2,yes,4,0,F
female,some college,divorced,never,no,1,private,46,42,3,1,yes,4,0,F
female,some college,married,never,yes,1,,67,65,2,2,yes,3,2,F
female,some college,divorced,sometimes,yes,2,private,61,54,1,2,yes,4,0,F
male,some high school,married,regularly,yes,0,private,55,60,1,2,yes,3,0,C
female,some college,married,regularly,yes,1,private,99,100,2,2,yes,4,4,A
male,some college,divorced,regularly,yes,2,,57,57,2,2,yes,4,4,D
female,some college,divorced,regularly,no,3,school_bus,82,83,2,2,yes,4,2,C
female,some college,single,regularly,yes,1,school_bus,80,82,1,2,yes,3,4,C
male,some college,single,regularly,yes,4,private,54,56,1,1,yes,3,10,F
male,master's degree,married,sometimes,no,1,school_bus,80,70,1,2,yes,2,4,C
female,some high school,married,,yes,,private,69,65,1,2,yes,4,10,F
male,some high school,married,regularly,yes,1,school_bus,59,47,1,2,yes,2,2,D
male,some college,divorced,sometimes,no,3,,83,75,1,2,no,4,0,C
male,high school,divorced,sometimes,no,2,school_bus,50,49,1,2,yes,3,56,F
female,,married,sometimes,no,4,school_bus,68,72,1,2,yes,2,14,D
male,some high school,widowed,regularly,yes,2,school_bus,81,75,1,2,yes,3,12,C
female,some high school,married,regularly,no,1,school_bus,52,51,1,1,yes,3,2,F
female,associate's degree,single,sometimes,yes,1,private,86,89,1,2,yes,2,0,B
female,some college,single,sometimes,no,1,private,61,62,1,2,yes,3,6,F
male,some high school,single,sometimes,yes,3,school_bus,55,61,1,2,no,1,4,D
male,master's degree,married,never,yes,3,school_bus,82,78,1,2,yes,3,10,B
male,high school,,regularly,yes,2,private,92,91,1,2,yes,3,0,A
female,high school,married,sometimes,yes,2,school_bus,67,68,2,2,yes,4,12,F
male,some college,married,regularly,yes,2,school_bus,64,53,1,1,yes,3,8,D
male,some college,divorced,never,yes,0,private,64,55,2,1,yes,3,0,D
male,some college,married,never,no,1,school_bus,77,74,1,2,yes,3,0,C
male,some college,divorced,never,yes,3,private,55,50,1,1,yes,2,4,F
female,some college,married,regularly,yes,0,private,98,100,3,1,yes,3,8,A
female,high school,married,regularly,yes,4,school_bus,74,69,2,1,yes,2,24,C
male,some high school,married,regularly,no,2,school_bus,82,80,1,2,yes,5,0,B
male,some college,married,sometimes,yes,1,school_bus,52,48,1,2,yes,3,2,F
male,associate's degree,married,regularly,yes,3,private,61,57,1,2,no,4,6,C
male,some high school,married,sometimes,yes,0,school_bus,47,40,1,2,no,4,4,F
female,,divorced,sometimes,,1,school_bus,66,60,1,1,yes,3,18,D
female,some college,single,sometimes,yes,4,school_bus,68,67,2,4,yes,3,6,F
female,high school,divorced,sometimes,yes,,school_bus,57,52,1,3,yes,4,28,F
male,some high school,married,sometimes,no,2,school_bus,63,58,1,2,yes,3,5,C
male,high school,married,regularly,no,2,,87,86,1,2,yes,3,10,A
female,some college,,sometimes,yes,0,private,49,46,2,1,no,3,6,F
female,associate's degree,single,sometimes,yes,2,,75,74,2,3,yes,4,6,D
male,associate's degree,single,regularly,yes,2,private,47,44,1,4,yes,3,10,F
female,some college,single,regularly,yes,1,school_bus,73,75,1,2,yes,3,13,D
male,high school,married,regularly,yes,1,school_bus,72,77,1,2,yes,3,0,B
female,master's degree,married,sometimes,no,4,private,100,100,1,2,yes,4,15,B
male,some high school,divorced,sometimes,,3,private,55,61,1,1,no,2,12,D
female,high school,divorced,regularly,yes,0,private,48,49,2,2,yes,4,2,F
female,master's degree,divorced,sometimes,yes,2,private,97,100,1,2,yes,4,22,B
female,some high school,married,regularly,no,3,school_bus,56,52,1,2,yes,2,13,F
female,associate's degree,single,sometimes,yes,3,school_bus,78,84,2,1,no,3,3,D
female,high school,divorced,regularly,yes,3,school_bus,73,69,1,3,yes,3,4,D
male,high school,single,sometimes,yes,2,school_bus,64,68,2,2,yes,2,2,D
female,some college,,regularly,yes,1,,55,55,1,3,no,3,0,F
male,high school,single,sometimes,,2,,65,61,1,2,yes,3,2,C
male,some high school,married,regularly,yes,2,private,88,79,2,2,yes,3,0,B
female,associate's degree,single,sometimes,yes,4,private,42,40,1,3,yes,3,0,F
female,some high school,married,regularly,yes,2,private,80,75,1,2,yes,3,16,C
female,bachelor's degree,divorced,regularly,yes,0,private,76,67,1,2,yes,3,10,F
female,associate's degree,divorced,sometimes,yes,3,private,80,77,1,2,yes,3,2,C
male,some high school,married,sometimes,yes,5,,59,53,4,2,yes,3,14,F
male,some college,,regularly,yes,2,,57,58,2,3,yes,2,10,F
male,,married,regularly,yes,,school_bus,73,72,1,2,yes,2,14,A
male,some high school,single,sometimes,yes,2,school_bus,77,74,2,2,yes,5,4,B
female,master's degree,married,sometimes,yes,2,private,50,53,1,2,yes,5,14,F
male,some college,married,sometimes,yes,1,school_bus,84,85,1,2,yes,2,2,A
female,some high school,single,sometimes,yes,3,school_bus,59,56,2,2,yes,4,18,F
female,some high school,married,regularly,yes,0,private,73,67,2,3,yes,3,10,F
female,associate's degree,divorced,sometimes,no,1,private,73,74,1,2,yes,4,4,C
female,high school,married,regularly,no,2,school_bus,74,73,1,1,yes,5,20,D
female,associate's degree,married,never,yes,3,school_bus,74,74,3,2,no,1,2,D
male,some high school,single,sometimes,no,3,school_bus,75,77,1,2,yes,5,0,C
female,some college,divorced,sometimes,yes,7,private,88,91,2,2,yes,5,14,B
male,some college,married,regularly,no,1,private,90,87,2,2,yes,3,2,B
female,some high school,married,sometimes,yes,3,private,62,67,1,1,yes,4,0,F
male,some college,married,sometimes,yes,4,private,65,63,1,1,yes,3,0,C
female,some college,married,,no,4,school_bus,64,67,2,3,yes,4,0,D
female,some high school,married,sometimes,no,2,private,92,89,3,1,yes,3,6,A
male,some high school,married,never,yes,1,school_bus,45,43,2,1,yes,2,4,F
male,high school,married,sometimes,no,3,,70,67,1,1,yes,4,16,D
female,bachelor's degree,married,sometimes,yes,1,private,81,85,1,2,yes,3,8,B
female,high school,married,regularly,yes,1,private,75,83,1,1,yes,3,0,C
female,some college,married,sometimes,yes,3,,70,70,2,1,yes,4,0,C
male,bachelor's degree,married,sometimes,yes,4,school_bus,58,58,3,2,yes,3,6,F
female,associate's degree,single,regularly,no,3,private,55,50,1,1,yes,2,4,F
male,high school,,regularly,yes,0,school_bus,57,54,2,1,no,3,0,F
male,associate's degree,divorced,regularly,,1,school_bus,87,81,1,1,yes,4,0,C
female,high school,married,sometimes,yes,2,school_bus,79,80,2,1,yes,4,2,C
male,some college,single,regularly,yes,1,school_bus,61,58,1,4,yes,2,6,D
female,master's degree,married,never,yes,7,private,69,78,1,2,yes,3,12,D
female,some college,married,sometimes,yes,2,school_bus,68,63,1,2,yes,2,8,D
male,high school,married,sometimes,yes,4,school_bus,75,71,1,4,yes,4,0,B
